timestamp,open,high,low,close,volume
2024-02-16,813.1500,824.4000,813.1500,820.5000,125340
2024-02-15,817.0000,820.8500,806.1000,812.1500,44220
2024-02-14,799.0000,815.5000,796.6000,813.3000,47873
2024-02-13,811.9500,814.0000,790.8000,813.1000,33637
2024-02-12,816.9500,819.1500,803.0000,810.4000,48665
2024-02-09,823.0000,823.0000,800.5000,811.9000,191702
2024-02-08,843.9500,843.9500,819.0000,822.3500,56939
2024-02-07,826.9500,843.5000,823.2000,836.4500,205820
2024-02-06,822.9500,822.9500,805.5000,819.1000,21068
2024-02-05,824.0000,833.8000,811.0000,814.2500,91505
2024-02-02,809.4500,825.8500,805.0500,823.8000,212446
2024-02-01,818.6500,820.5500,800.3500,801.8000,31162
2024-01-31,811.0500,822.0000,808.5000,818.4500,30081
2024-01-30,819.6500,829.1500,810.0000,811.6000,66768
2024-01-29,819.9500,823.7500,803.4500,811.6500,88215
2024-01-25,816.0500,820.8000,792.9000,816.4500,4005279
2024-01-24,791.4500,814.3000,784.0500,812.4500,76143
2024-01-23,808.2000,815.9000,788.5000,790.5500,69631
2024-01-22,816.6000,816.6000,816.6000,816.6000,0
2024-01-20,818.0500,821.9500,807.0000,807.0000,11135
2024-01-19,804.0500,820.0500,804.0500,816.6000,162901
2024-01-18,811.2500,813.2500,792.9000,803.7500,82995
2024-01-17,822.6500,829.4500,810.1500,812.4500,65170
2024-01-16,828.0000,839.0000,819.9000,832.3500,44047
2024-01-15,828.4500,830.7500,820.0000,824.8500,33608
2024-01-12,823.0000,830.1500,820.8000,825.3500,173461
2024-01-11,834.7000,836.7000,820.3000,821.7500,27431
2024-01-10,822.9500,831.4500,811.5500,828.8000,28260
2024-01-09,825.1500,831.7500,819.1500,821.1000,58119
2024-01-08,835.0000,835.4000,821.0000,822.1500,66992
2024-01-05,838.1500,845.5000,827.5000,829.6500,161548
2024-01-04,845.1000,845.1000,835.4000,836.8500,52564
2024-01-03,862.8000,868.1500,835.9500,837.3500,203562
2024-01-02,884.8500,884.8500,859.8000,870.1000,45341
2024-01-01,879.9500,884.4000,874.9500,877.3500,44773
2023-12-29,884.6500,887.0000,873.6500,880.4000,535078
2023-12-28,885.9500,895.6000,872.0000,880.4000,164265
2023-12-27,863.9000,882.8000,856.1500,876.6500,79006
2023-12-26,858.4500,863.0000,850.1500,851.4000,90866
2023-12-22,845.9500,857.9500,843.3500,854.8500,78159
2023-12-21,831.1000,847.6500,822.8500,841.8500,44782
2023-12-20,858.8000,863.4500,839.5000,841.6500,88248
2023-12-19,854.7000,861.2500,847.8500,858.7500,40633
2023-12-18,840.1500,865.1500,836.0000,854.7000,227805
2023-12-15,859.9000,870.1500,852.4500,867.4000,210002
2023-12-14,859.0000,861.0000,845.8000,847.7500,37061
2023-12-13,854.1000,858.8500,839.9000,850.9500,95561
2023-12-12,849.8500,862.6000,845.9000,853.9500,92064
2023-12-11,839.5500,846.9000,831.6000,844.9500,107128
2023-12-08,822.0000,853.1000,822.0000,839.3500,433712
2023-12-07,825.1500,830.7500,817.9500,819.3500,33640
2023-12-06,822.0000,833.4000,815.3000,824.5500,209850
2023-12-05,819.2500,826.0000,814.1500,821.7000,35071
2023-12-04,815.1500,823.0000,812.0000,819.3000,215190
2023-12-01,807.9500,815.0000,797.4500,811.1000,194046
2023-11-30,793.0500,807.8000,789.8000,799.6000,125191
2023-11-29,786.8500,795.0000,782.2000,793.0500,27212
2023-11-28,782.1000,785.4000,778.8000,782.1500,23725
2023-11-24,777.0500,786.2000,776.3500,781.8500,187321
2023-11-23,770.0500,776.4500,767.2500,775.5500,41787
2023-11-22,772.0500,776.8000,765.9500,768.3000,23168
2023-11-21,765.0000,779.6500,765.0000,775.5500,287328
2023-11-20,770.0000,771.5000,760.5500,761.7500,17205
2023-11-17,768.8500,775.0000,765.8500,768.5500,145546
2023-11-16,774.9500,774.9500,763.3000,769.2500,26548
2023-11-15,765.4000,782.4000,765.4000,772.3500,297787
2023-11-13,757.2000,763.2500,752.5500,761.0000,27125
2023-11-10,745.0500,759.0000,745.0500,754.1500,210601
2023-11-09,757.0000,760.0000,749.0000,750.5000,106354
2023-11-08,754.9500,758.0000,745.4500,756.3500,25861
2023-11-07,753.5000,759.2500,746.4000,747.6500,36384
